Time_aligned_s,VOCs_Extracted_S1,VOCs_Extracted_S2,VOCs_Extracted_S3,VOCs_Extracted_S4,VOCs_Extracted_S5,VOCs_Extracted_S6,VOCs_Extracted_S7,VOCs_Extracted_S8,Stress_Type,Period
178.0,475.9566197,231.9886428,-9.5540735,-9.5540735,363.3608412,789.3821763,658.1991551,916.2581789,2,3
179.0,520.3182041,283.9694209,37.33214007,37.33214007,411.1765243,830.5596271,699.2807076,954.1432702,2,3
180.0,564.1743761,335.1880482,83.12721073,83.12721073,457.8106194,871.6535192,740.1843572,991.9614284,2,3
181.0,607.7439409,385.7440665,128.8128594,128.8128594,504.811859,911.9667578,780.5865477,1029.234412,2,3
182.0,650.7325312,435.1674468,174.2197077,174.2197077,551.5677933,952.3509189,820.5457273,1066.887569,2,3
183.0,694.2838389,483.5795873,219.2560542,219.2560542,599.6289752,992.1770748,860.0895102,1104.106454,2,3
184.0,737.542307,530.6379969,263.6224692,263.6224692,648.2052273,1031.160199,899.3286011,1141.92263,2,3
185.0,781.5824606,576.2811481,307.2391527,307.2391527,697.4045634,1069.544365,938.5877151,1179.827776,2,3
186.0,825.2439155,619.9332941,350.219518,350.219518,746.9687127,1108.392627,977.8442509,1217.889506,2,3
187.0,869.7847898,661.3117955,393.4855622,393.4855622,796.8902093,1146.715721,1016.752061,1256.052504,2,3
188.0,913.7475448,699.7561262,435.9441723,435.9441723,846.7239956,1185.560595,1056.410688,1294.671905,2,3
189.0,957.4084232,733.6215991,478.7001511,478.7001511,895.7263666,1224.347522,1096.077674,1333.637813,2,3
190.0,1000.5428,763.3328453,520.7919442,520.7919442,943.1855249,1264.187604,1136.916683,1372.652028,2,3
191.0,1043.268726,788.4212939,563.4295714,563.4295714,989.5687045,1304.210458,1177.922799,1411.425763,2,3
192.0,1085.397734,809.5282718,605.8723374,605.8723374,1034.743445,1345.409976,1219.156259,1449.847654,2,3
193.0,1126.791894,826.0195034,648.3081584,648.3081584,1078.829771,1386.975824,1260.255273,1487.652267,2,3
194.0,1167.20686,838.6785098,690.5785095,690.5785095,1121.614952,1429.177397,1301.331833,1524.951261,2,3
195.0,1206.63145,847.1234967,733.1173451,733.1173451,1162.424844,1472.114262,1342.286369,1561.698035,2,3
196.0,1244.783507,850.9253334,775.9650859,775.9650859,1202.181,1515.414163,1382.953437,1597.366567,2,3
197.0,1282.134941,849.7292691,818.9379573,818.9379573,1240.388583,1558.38861,1422.905518,1632.855306,2,3
198.0,1318.211198,843.1573556,861.7076651,861.7076651,1277.936645,1600.983761,1462.150383,1667.912572,2,3
199.0,1352.898522,830.4281366,904.2056706,904.2056706,1313.981366,1643.065412,1500.444723,1703.174754,2,3
200.0,1387.161389,812.9446928,946.1091902,946.1091902,1349.707918,1684.528486,1537.805794,1737.841229,2,3
201.0,1420.710608,790.7192583,987.5101276,987.5101276,1385.733373,1725.093018,1573.793223,1772.663154,2,3
202.0,1454.46613,765.1455509,1028.179008,1028.179008,1422.202437,1764.825813,1608.318135,1807.055452,2,3
203.0,1487.694937,735.9667777,1067.422891,1067.422891,1459.123274,1803.649955,1642.331144,1841.687888,2,3
204.0,1521.193159,704.6343591,1105.964189,1105.964189,1496.298599,1841.330853,1675.52173,1876.127571,2,3
205.0,1554.699756,670.912514,1143.920309,1143.920309,1533.283015,1878.773127,1708.850759,1910.005418,2,3
206.0,1587.978661,635.1786051,1181.269959,1181.269959,1570.924488,1915.026453,1741.767057,1942.967069,2,3
207.0,1621.083528,597.8004849,1217.756228,1217.756228,1608.35391,1950.818029,1775.016728,1975.90556,2,3
208.0,1653.668886,559.6630913,1253.562003,1253.562003,1646.166663,1985.79613,1808.446593,2008.331684,2,3
209.0,1685.826029,521.6710956,1288.956407,1288.956407,1683.152455,2020.810934,1841.905259,2040.924162,2,3
210.0,1718.368726,486.0067388,1324.149803,1324.149803,1720.929405,2055.579984,1875.248104,2073.090584,2,3
211.0,1750.922356,454.9185793,1359.400291,1359.400291,1759.344903,2089.978784,1908.208459,2105.849552,2,3
212.0,1784.43377,430.6578554,1394.829361,1394.829361,1798.248877,2123.960331,1940.919739,2138.622132,2,3
213.0,1818.212872,415.8657226,1430.26628,1430.26628,1837.514037,2157.513574,1974.140792,2172.316014,2,3
214.0,1853.49621,413.6398604,1466.810023,1466.810023,1877.042351,2190.626454,2007.265442,2206.271385,2,3
215.0,1889.995579,427.2685651,1503.932378,1503.932378,1916.547762,2224.058283,2041.130595,2240.507472,2,3
216.0,1928.110341,460.1716186,1541.443488,1541.443488,1955.918436,2257.202265,2074.900999,2275.070359,2,3
217.0,1968.204913,517.603093,1578.976246,1578.976246,1994.89594,2291.267005,2109.633586,2309.662462,2,3
218.0,2010.518885,604.1362549,1616.621708,1616.621708,2033.355018,2325.628522,2144.535537,2343.693778,2,3
